"序號","分類","字母","級數","級數代碼","單字或片語","詞性","中文釋義","註解","學術字彙","來源"
"360","英檢中級 GEPT Intermediate","C","中級","I","championship","noun","錦標賽、冠軍地位","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"361","英檢中級 GEPT Intermediate","C","中級","I","changeable","adj.","易變的、善變的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"362","英檢中級 GEPT Intermediate","C","中級","I","characteristic","noun/adj.","特徵、特色；獨特的、典型的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"363","英檢中級 GEPT Intermediate","C","中級","I","charity","noun","慈善事業、慈善機構、仁慈","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"364","英檢中級 GEPT Intermediate","C","中級","I","charm","noun","魅力、吸引力；護身符、符咒","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"365","英檢中級 GEPT Intermediate","C","中級","I","charm","verb","迷住、吸引","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"366","英檢中級 GEPT Intermediate","C","中級","I","check-in","noun","辦理登機手續、入住登記","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"367","英檢中級 GEPT Intermediate","C","中級","I","checkout","noun","付款處、收銀台、退房結帳","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"368","英檢中級 GEPT Intermediate","C","中級","I","cheek","noun","臉頰","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"369","英檢中級 GEPT Intermediate","C","中級","I","cheerful","adj.","快樂的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"370","英檢中級 GEPT Intermediate","C","中級","I","chemist","noun","化學家","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"371","英檢中級 GEPT Intermediate","C","中級","I","chemistry","noun","化學、化學特性","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"372","英檢中級 GEPT Intermediate","C","中級","I","cherish","verb","珍惜","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"373","英檢中級 GEPT Intermediate","C","中級","I","cherry","noun/adj.","櫻桃、櫻桃樹；櫻桃紅的、鮮紅色的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"374","英檢中級 GEPT Intermediate","C","中級","I","chest","noun","胸部、胸腔","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"375","英檢中級 GEPT Intermediate","C","中級","I","chew","verb/noun","咀嚼","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"376","英檢中級 GEPT Intermediate","C","中級","I","chick","noun","小雞、幼鳥","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"377","英檢中級 GEPT Intermediate","C","中級","I","childbirth","noun","分娩、生孩子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"378","英檢中級 GEPT Intermediate","C","中級","I","chill","noun/adj./verb","寒意、寒冷；寒冷的、冷颼颼的；使變冷、使冷卻","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"379","英檢中級 GEPT Intermediate","C","中級","I","chilly","adj.","冷颼颼的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"380","英檢中級 GEPT Intermediate","C","中級","I","chimney","noun","煙囪","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"381","英檢中級 GEPT Intermediate","C","中級","I","china","noun","瓷、瓷器","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"382","英檢中級 GEPT Intermediate","C","中級","I","chip","noun","炸薯條、炸洋芋片、炸玉米片；（電腦的）晶片；（缺落的）碎屑、碎片、（杯碟的）缺口","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"383","英檢中級 GEPT Intermediate","C","中級","I","chip","verb","（使）掉碎片、打破","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"384","英檢中級 GEPT Intermediate","C","中級","I","choke","verb/noun","（使）窒息、（使）哽噎、堵塞；窒息、哽噎、嗆住的聲音","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"385","英檢中級 GEPT Intermediate","C","中級","I","chop","verb","剁、切、砍","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"386","英檢中級 GEPT Intermediate","C","中級","I","chop","noun","（豬、羊）排骨、帶骨的肉塊","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"387","英檢中級 GEPT Intermediate","C","中級","I","chore","noun","日常事務、乏味的例行工作","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"388","英檢中級 GEPT Intermediate","C","中級","I","chorus","noun","副歌、合唱曲、合唱團、伴唱","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"389","英檢中級 GEPT Intermediate","C","中級","I","Christian","adj./noun","基督教的、基督徒的；基督徒","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"390","英檢中級 GEPT Intermediate","C","中級","I","cigar","noun","雪茄","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"391","英檢中級 GEPT Intermediate","C","中級","I","cigarette","noun","香菸","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"392","英檢中級 GEPT Intermediate","C","中級","I","cinema","noun","電影院","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"393","英檢中級 GEPT Intermediate","C","中級","I","circular","noun","（大量送發的）通報、傳單","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"394","英檢中級 GEPT Intermediate","C","中級","I","circular","adj.","圓的、環形的、循環的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"395","英檢中級 GEPT Intermediate","C","中級","I","circulate","verb","循環、環行；傳播、傳閱、散佈","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"396","英檢中級 GEPT Intermediate","C","中級","I","circulation","noun","血液循環、消息傳播、貨幣流通","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"397","英檢中級 GEPT Intermediate","C","中級","I","circumstance","noun","條件、狀況、環境","","L3","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"398","英檢中級 GEPT Intermediate","C","中級","I","circus","noun","馬戲團、馬戲表演","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"399","英檢中級 GEPT Intermediate","C","中級","I","civil","adj.","平民的、國家的、民事的","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"400","英檢中級 GEPT Intermediate","C","中級","I","civilian","adj./noun","平民的；平民","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"401","英檢中級 GEPT Intermediate","C","中級","I","civilization","noun","文明、文明社會","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"402","英檢中級 GEPT Intermediate","C","中級","I","civilize","verb","使文明、教化","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"403","英檢中級 GEPT Intermediate","C","中級","I","clarify","verb","闡明、澄清","","L8","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"404","英檢中級 GEPT Intermediate","C","中級","I","clash","noun/verb","衝突、打鬥、爭論","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"405","英檢中級 GEPT Intermediate","C","中級","I","classification","noun","分類、類別、分類法","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"406","英檢中級 GEPT Intermediate","C","中級","I","classify","verb","分類、區分","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"407","英檢中級 GEPT Intermediate","C","中級","I","claw","noun/verb","爪、螯；用爪或指甲抓","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"408","英檢中級 GEPT Intermediate","C","中級","I","clay","noun","黏土","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"409","英檢中級 GEPT Intermediate","C","中級","I","cleaner","noun","清潔工、吸塵器、清潔劑","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"410","英檢中級 GEPT Intermediate","C","中級","I","client","noun","客戶、委託人","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"411","英檢中級 GEPT Intermediate","C","中級","I","cliff","noun","懸崖、峭壁","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"412","英檢中級 GEPT Intermediate","C","中級","I","climax","noun/verb","頂點、高潮、最精采的部分；達到頂點、達到高潮","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"413","英檢中級 GEPT Intermediate","C","中級","I","climber","noun","攀登者、登山者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"414","英檢中級 GEPT Intermediate","C","中級","I","clinic","noun","診所、醫院門診、門診時間","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"415","英檢中級 GEPT Intermediate","C","中級","I","clip","noun","修剪；夾子、迴紋針；（電影或電視節目的）剪輯、片段","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"416","英檢中級 GEPT Intermediate","C","中級","I","cloth","noun","布、布料、抹布","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"417","英檢中級 GEPT Intermediate","C","中級","I","clothe","verb","給...穿衣、為...提供衣服","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"418","英檢中級 GEPT Intermediate","C","中級","I","clothing","noun","衣服、服裝","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"419","英檢中級 GEPT Intermediate","C","中級","I","cloud","noun","雲、雲狀物、（網路）雲端","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"420","英檢中級 GEPT Intermediate","C","中級","I","cloud","verb","（雲、煙等）遮蔽、使模糊","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"421","英檢中級 GEPT Intermediate","C","中級","I","clown","noun/verb","小丑；扮小丑、扮傻","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"422","英檢中級 GEPT Intermediate","C","中級","I","clue","noun","線索","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"423","英檢中級 GEPT Intermediate","C","中級","I","clumsy","adj.","笨拙的、不靈活的、笨手笨腳的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"424","英檢中級 GEPT Intermediate","C","中級","I","coal","noun","煤","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"425","英檢中級 GEPT Intermediate","C","中級","I","coarse","adj.","粗糙的、不光滑的；粗俗的、粗魯無禮的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"426","英檢中級 GEPT Intermediate","C","中級","I","cock","noun","公雞、雄鳥","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"427","英檢中級 GEPT Intermediate","C","中級","I","cocktail","noun","雞尾酒","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"428","英檢中級 GEPT Intermediate","C","中級","I","cocoa","noun","可可粉、熱可可","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"429","英檢中級 GEPT Intermediate","C","中級","I","coconut","noun","椰子","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"430","英檢中級 GEPT Intermediate","C","中級","I","code","noun","密碼、代碼、編碼；法規、行為準則、規範","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"431","英檢中級 GEPT Intermediate","C","中級","I","code","verb","把...譯成密碼、編碼","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"432","英檢中級 GEPT Intermediate","C","中級","I","coincidence","noun","巧合、同時發生","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"433","英檢中級 GEPT Intermediate","C","中級","I","collapse","verb/noun","倒塌、崩潰、失敗、昏倒","","L10","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"434","英檢中級 GEPT Intermediate","C","中級","I","collar","noun","衣領、項圈","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"435","英檢中級 GEPT Intermediate","C","中級","I","colleague","noun","同事","","L10","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"436","英檢中級 GEPT Intermediate","C","中級","I","colony","noun","殖民地、群體、群落","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"437","英檢中級 GEPT Intermediate","C","中級","I","colored","adj.","彩色的、有...色彩的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"438","英檢中級 GEPT Intermediate","C","中級","I","column","noun","（書報雜誌上的）欄、專欄；石柱、紀念柱；（人或車輛的）縱隊、長列","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"439","英檢中級 GEPT Intermediate","C","中級","I","combination","noun","組合、結合、混合","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"440","英檢中級 GEPT Intermediate","C","中級","I","combine","verb","結合、混合","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"441","英檢中級 GEPT Intermediate","C","中級","I","comedian","noun","喜劇演員","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"442","英檢中級 GEPT Intermediate","C","中級","I","comedy","noun","喜劇","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"443","英檢中級 GEPT Intermediate","C","中級","I","comfort","verb","安慰、撫慰","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"444","英檢中級 GEPT Intermediate","C","中級","I","comfort","noun","舒服；安慰、慰藉、令人感到安慰的人事物；舒適的設施或條件","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"445","英檢中級 GEPT Intermediate","C","中級","I","coming","adj./noun","即將到來的、下一個的；到來、來臨","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"446","英檢中級 GEPT Intermediate","C","中級","I","commander","noun","指揮官","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"447","英檢中級 GEPT Intermediate","C","中級","I","commerce","noun","商業、貿易","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"448","英檢中級 GEPT Intermediate","C","中級","I","commercial","adj./noun","商業的、商業化的、以營利為目的的；商業廣告","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"449","英檢中級 GEPT Intermediate","C","中級","I","commission","noun/verb","委任、委員會；委託","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"450","英檢中級 GEPT Intermediate","C","中級","I","commission","noun","佣金、手續費","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"451","英檢中級 GEPT Intermediate","C","中級","I","commit","verb","犯（罪、錯）；承諾、致力於、投入（時間或金錢）","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"452","英檢中級 GEPT Intermediate","C","中級","I","commitment","noun","承諾、保證、奉獻","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"453","英檢中級 GEPT Intermediate","C","中級","I","committee","noun","委員會","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"454","英檢中級 GEPT Intermediate","C","中級","I","communicate","verb","交流、溝通","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"455","英檢中級 GEPT Intermediate","C","中級","I","communication","noun","交流、溝通","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"456","英檢中級 GEPT Intermediate","C","中級","I","communist","adj./noun","共產主義的、共產黨的；共產主義者、共產黨員","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"457","英檢中級 GEPT Intermediate","C","中級","I","community","noun","社區、團體","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"458","英檢中級 GEPT Intermediate","C","中級","I","companion","noun/verb","同伴、陪伴；陪伴","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"459","英檢中級 GEPT Intermediate","C","中級","I","comparative","adj./noun","相對的、比較的；（形容詞或副詞的）比較級","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"460","英檢中級 GEPT Intermediate","C","中級","I","comparison","noun","比較、對比","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"461","英檢中級 GEPT Intermediate","C","中級","I","compete","verb","競爭、參加比賽","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"462","英檢中級 GEPT Intermediate","C","中級","I","competition","noun","競賽、競爭","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"463","英檢中級 GEPT Intermediate","C","中級","I","competitive","adj.","競爭的、（價格、服務等）有競爭力的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"464","英檢中級 GEPT Intermediate","C","中級","I","competitor","noun","競爭者、參賽者","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"465","英檢中級 GEPT Intermediate","C","中級","I","complaint","noun","埋怨、投訴","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"466","英檢中級 GEPT Intermediate","C","中級","I","complex","adj./noun","複雜的、難懂的；複合物、建築群、綜合大樓","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"467","英檢中級 GEPT Intermediate","C","中級","I","complicate","verb","使複雜化、使費解、使（疾病）惡化","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"468","英檢中級 GEPT Intermediate","C","中級","I","compliment","noun/verb","稱讚、道賀；讚美、稱讚","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"469","英檢中級 GEPT Intermediate","C","中級","I","compose","verb","組成、構成；作曲、撰寫（信函、講稿、詩歌等）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"470","英檢中級 GEPT Intermediate","C","中級","I","composer","noun","作曲家","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"471","英檢中級 GEPT Intermediate","C","中級","I","composition","noun","作文、作曲、作品；成分、結構","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"472","英檢中級 GEPT Intermediate","C","中級","I","compound","noun/adj./verb","化合物、複合物、複合詞；複合的；使混合","","L5","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"473","英檢中級 GEPT Intermediate","C","中級","I","compound","verb","使惡化、使加劇","","L5","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"474","英檢中級 GEPT Intermediate","C","中級","I","comprehension","noun","理解力、理解力測試","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"475","英檢中級 GEPT Intermediate","C","中級","I","compute","verb","計算","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"476","英檢中級 GEPT Intermediate","C","中級","I","conceal","verb","隱藏、掩飾","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"477","英檢中級 GEPT Intermediate","C","中級","I","concentrate","verb","專心、專注、集中（注意力）","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"478","英檢中級 GEPT Intermediate","C","中級","I","concentration","noun","專注、重視、集中","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"479","英檢中級 GEPT Intermediate","C","中級","I","concept","noun","概念","","L1","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"480","英檢中級 GEPT Intermediate","C","中級","I","concerning","prep.","關於","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"481","英檢中級 GEPT Intermediate","C","中級","I","concert","noun","音樂會、演唱會","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"482","英檢中級 GEPT Intermediate","C","中級","I","conclude","verb","作出結論、斷定、結束","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"483","英檢中級 GEPT Intermediate","C","中級","I","conclusion","noun","結論、結尾","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"484","英檢中級 GEPT Intermediate","C","中級","I","concrete","noun/verb","混凝土；用混凝土覆蓋","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"485","英檢中級 GEPT Intermediate","C","中級","I","concrete","adj.","具體的、有形的","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"486","英檢中級 GEPT Intermediate","C","中級","I","condition","verb","使適應、使習慣於；為...的條件；使健康、養護（頭髮、皮膚等）","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"487","英檢中級 GEPT Intermediate","C","中級","I","condition","noun","狀況、狀態；條件、環境；條款","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"488","英檢中級 GEPT Intermediate","C","中級","I","conduct","verb","執行、引導、指揮（合唱團或樂隊）；表現、舉止","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"489","英檢中級 GEPT Intermediate","C","中級","I","conduct","noun","行為、舉止","","L2","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"490","英檢中級 GEPT Intermediate","C","中級","I","conductor","noun","（合唱團或樂隊的）指揮、列車長","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"491","英檢中級 GEPT Intermediate","C","中級","I","cone","noun","圓錐體、冰淇淋筒","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"492","英檢中級 GEPT Intermediate","C","中級","I","conference","noun","會議、研討會","","L4","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"493","英檢中級 GEPT Intermediate","C","中級","I","confess","verb","承認（錯誤或罪行）、坦白","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"494","英檢中級 GEPT Intermediate","C","中級","I","confidence","noun","信心、自信","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"495","英檢中級 GEPT Intermediate","C","中級","I","confine","verb","限制、監禁","","L9","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"496","英檢中級 GEPT Intermediate","C","中級","I","confront","verb","面臨（困境）、克服、對抗","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"497","英檢中級 GEPT Intermediate","C","中級","I","confrontation","noun","對抗、衝突","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"498","英檢中級 GEPT Intermediate","C","中級","I","confusion","noun","困惑、混淆、混亂局面","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"499","英檢中級 GEPT Intermediate","C","中級","I","congratulate","verb","祝賀、道賀","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
"500","英檢中級 GEPT Intermediate","C","中級","I","congress","noun","代表大會、國會、議會","","","https://www.lttc.ntu.edu.tw/en/vocabulary_detail/66212dabaa84663b72fdacec02a44aab"
